location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,total_vaccinations_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Germany,2020-03-01,130,51,16.286,,,0,1.552,0.609,0.194,,,0,,,,,,,,177.621,2.12,,,,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-02,159,29,20.429,,,0,1.898,0.346,0.244,,,0,2.9,,,,,,,,,,,,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-03,196,37,25.571,,,0,2.339,0.442,0.305,,,0,2.93,,,,,,,,,,,,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-04,262,66,33.571,,,0,3.127,0.788,0.401,,,0,3,,,,,,,,,,,,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-05,482,220,62.286,,,0,5.753,2.626,0.743,,,0,3.08,,,,,,,,,,,,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-06,670,188,88.857,,,0,7.997,2.244,1.061,,,0,3.02,,,,,,,,,,,,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-07,799,129,102.857,,,0,9.536,1.54,1.228,,,0,2.95,,,,,,,,,,,,,,,,,,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-08,1040,241,130,,,0,12.413,2.876,1.552,,,0,2.92,,,,,,,334.049,3.987,,124716,1.489,,,,0.031,32.3,tests performed,,,25,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-09,1176,136,145.286,2,2,0.286,14.036,1.623,1.734,0.024,0.024,0.003,2.88,,,,,,,,,,,,,,,,,tests performed,,,28.7,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-10,1457,281,180.143,2,0,0.286,17.39,3.354,2.15,0.024,0,0.003,2.9,,,,,,,,,,,,,,,,,tests performed,,,32.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-11,1908,451,235.143,3,1,0.429,22.773,5.383,2.807,0.036,0.012,0.005,2.92,,,,,,,,,,,,,,,,,tests performed,,,32.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-12,2078,170,228,3,0,0.429,24.802,2.029,2.721,0.036,0,0.005,2.93,,,,,,,,,,,,,,,,,tests performed,,,32.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-13,3675,1597,429.286,7,4,1,43.863,19.061,5.124,0.084,0.048,0.012,3,,,,,,,,,,,,,,,,,tests performed,,,32.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-14,4585,910,540.857,9,2,1.286,54.724,10.861,6.455,0.107,0.024,0.015,2.9,,,,,,,,,,,,,,,,,tests performed,,,32.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-15,5795,1210,679.286,11,2,1.571,69.166,14.442,8.108,0.131,0.024,0.019,2.81,,,,,,,929.484,11.094,,252173,3.01,,18208,0.217,0.059,16.9,tests performed,,,32.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-16,7272,1477,870.857,17,6,2.143,86.795,17.629,10.394,0.203,0.072,0.026,2.73,,,,,,,,,,,,,22722,0.271,,,tests performed,,,42.13,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-17,9257,1985,1114.286,24,7,3.143,110.487,23.692,13.3,0.286,0.084,0.038,2.66,,,,,,,,,,,,,27235,0.325,,,tests performed,,,42.13,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-18,12327,3070,1488.429,28,4,3.571,147.128,36.642,17.765,0.334,0.048,0.043,2.58,,,,,,,,,,,,,31749,0.379,,,tests performed,,,52.31,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-19,15320,2993,1891.714,44,16,5.857,182.851,35.723,22.578,0.525,0.191,0.07,2.47,,,,,,,,,,,,,36262,0.433,,,tests performed,,,55.09,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-20,19848,4528,2310.429,67,23,8.571,236.895,54.044,27.576,0.8,0.275,0.102,2.36,200,2.387,,,,,,,,,,,40776,0.487,,,tests performed,,,57.87,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-21,22213,2365,2518.286,84,17,10.714,265.122,28.227,30.057,1.003,0.203,0.128,2.23,308,3.676,,,,,,,,,,,45289,0.541,,,tests performed,,,68.06,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-22,24873,2660,2725.429,94,10,11.857,296.871,31.748,32.529,1.122,0.119,0.142,2.13,364,4.345,,,,,2353.481,28.09,,600792,7.171,,49803,0.594,0.068,14.7,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-23,29056,4183,3112,123,29,15.143,346.797,49.926,37.143,1.468,0.346,0.181,2.05,451,5.383,,,,,,,,,,,50066,0.598,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-24,32986,3930,3389.857,157,34,19,393.703,46.906,40.46,1.874,0.406,0.227,1.97,616,7.352,,,,,,,,,,,50329,0.601,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-25,37323,4337,3570.857,206,49,25.429,445.467,51.764,42.62,2.459,0.585,0.304,1.89,789,9.417,,,,,,,,,,,50592,0.604,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-26,43938,6615,4088.286,267,61,31.857,524.42,78.953,48.796,3.187,0.728,0.38,1.83,824,9.835,,,,,,,,,,,50855,0.607,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-27,50871,6933,4431.857,342,75,39.286,607.169,82.749,52.896,4.082,0.895,0.469,1.75,905,10.802,,,,,,,,,,,51119,0.61,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-28,57695,6824,5068.857,433,91,49.857,688.616,81.448,60.499,5.168,1.086,0.595,1.66,1001,11.947,,,,,,,,,,,51382,0.613,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-29,62095,4400,5317.429,533,100,62.714,741.132,52.516,63.466,6.362,1.194,0.749,1.57,1063,12.687,,,,,4472.825,53.385,,962307,11.486,,51645,0.616,0.087,11.5,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-30,66885,4790,5404.143,645,112,74.571,798.303,57.171,64.501,7.698,1.337,0.89,1.49,1203,14.358,,,,,,,,,,,52601,0.628,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-03-31,71808,4923,5546,775,130,88.286,857.062,58.758,66.194,9.25,1.552,1.054,1.42,1550,18.5,,,,,,,,,,,53557,0.639,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-01,77872,6064,5792.714,920,145,102,929.438,72.377,69.139,10.981,1.731,1.217,1.37,1784,21.293,,,,,,,,,,,54512,0.651,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-02,84794,6922,5836.571,1107,187,120,1012.055,82.617,69.662,13.213,2.232,1.432,1.31,2102,25.088,,,,,,,,,,,55468,0.662,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-03,91159,6365,5755.429,1275,168,133.286,1088.025,75.969,68.694,15.218,2.005,1.591,1.24,2361,28.18,,,,,,,,,,,56424,0.673,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-04,96092,4933,5485.286,1444,169,144.429,1146.902,58.878,65.469,17.235,2.017,1.724,1.18,2471,29.493,,,,,,,,,,,57380,0.685,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-05,100123,4031,5432.571,1584,140,150.143,1195.014,48.112,64.84,18.906,1.671,1.792,1.12,2528,30.173,,,,,4167.034,49.735,,1370655,16.359,,58335,0.696,0.09,11.1,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-06,103374,3251,5212.714,1810,226,166.429,1233.816,38.802,62.216,21.603,2.697,1.986,1.07,2551,30.447,,,,,,,,,,,57761,0.689,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-07,107663,4289,5122.143,2016,206,177.286,1285.008,51.191,61.135,24.062,2.459,2.116,1.03,2641,31.522,,,,,,,,,,,57186,0.683,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-08,113296,5633,5060.571,2349,333,204.143,1352.24,67.232,60.4,28.036,3.975,2.437,1,2654,31.677,,,,,,,,,,,56612,0.676,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-09,118181,4885,4769.571,2607,258,214.286,1410.545,58.305,56.927,31.116,3.079,2.558,0.96,2714,32.393,,,,,,,,,,,56037,0.669,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-10,122171,3990,4430.286,2767,160,213.143,1458.167,47.622,52.878,33.025,1.91,2.544,0.92,2702,32.25,,,,,,,,,,,55463,0.662,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-11,124908,2737,4116.571,2736,-31,184.571,1490.835,32.667,49.133,32.655,-0.37,2.203,0.88,2652,31.653,,,,,,,,,,,54888,0.655,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-12,127854,2946,3961.571,3022,286,205.429,1525.996,35.162,47.283,36.069,3.414,2.452,0.85,2652,31.653,,,,,3050.846,36.413,,1750852,20.897,,54314,0.648,0.081,12.3,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-13,130072,2218,3814,3194,172,197.714,1552.469,26.473,45.522,38.122,2.053,2.36,0.82,2719,32.453,,,,,,,,,,,53328,0.636,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-14,131359,1287,3385.143,3294,100,182.571,1567.83,15.361,40.403,39.315,1.194,2.179,0.8,2722,32.488,,,,,,,,,,,52343,0.625,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-15,134753,3394,3065.286,3804,510,207.857,1608.339,40.509,36.586,45.402,6.087,2.481,0.8,2735,32.643,,,,,,,,,,,51357,0.613,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-16,137698,2945,2788.143,4052,248,206.429,1643.489,35.15,33.278,48.362,2.96,2.464,0.79,2810,33.539,,,,,,,,,,,50371,0.601,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-17,141397,3699,2746.571,4352,300,226.429,1687.638,44.149,32.782,51.943,3.581,2.703,0.77,2879,34.362,,,,,,,,,,,49386,0.589,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-18,143342,1945,2633.429,4459,107,246.143,1710.853,23.214,31.431,53.22,1.277,2.938,0.75,2928,34.947,,,,,,,,,,,48400,0.578,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-19,145184,1842,2475.714,4586,127,223.429,1732.838,21.985,29.549,54.736,1.516,2.667,0.74,2870,34.255,,,,,2142.556,25.572,,2082754,24.859,,47415,0.566,0.067,14.9,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-20,147065,1881,2427.571,4862,276,238.286,1755.289,22.451,28.974,58.03,3.294,2.844,0.73,2900,34.613,,,,,,,,,,,48067,0.574,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-21,148291,1226,2418.857,5033,171,248.429,1769.921,14.633,28.87,60.071,2.041,2.965,0.72,2855,34.076,,,,,,,,,,,48720,0.581,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-22,150648,2357,2270.714,5279,246,210.714,1798.053,28.132,27.102,63.007,2.936,2.515,0.72,2739,32.691,,,,,,,,,,,49373,0.589,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-23,153129,2481,2204.429,5575,296,217.571,1827.665,29.612,26.311,66.54,3.533,2.597,0.71,2720,32.464,,,,,,,,,,,50026,0.597,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-24,154999,1870,1943.143,5760,185,201.143,1849.985,22.319,23.192,68.748,2.208,2.401,0.7,2644,31.557,,,,,,,,,,,50679,0.605,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-25,156513,1514,1881.571,5877,117,202.571,1868.055,18.07,22.457,70.145,1.396,2.418,0.69,2538,30.292,,,,,,,,,,,51331,0.613,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-26,157770,1257,1798,5976,99,198.571,1883.058,15.003,21.46,71.326,1.182,2.37,0.68,2524,30.125,,,,,1499.688,17.899,,2446644,29.202,,51984,0.62,0.05,20,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-27,158758,988,1670.429,6126,150,180.571,1894.85,11.792,19.937,73.117,1.79,2.155,0.67,2466,29.433,,,,,,,,,,,51227,0.611,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-28,159912,1154,1660.143,6314,188,183,1908.623,13.774,19.815,75.361,2.244,2.184,0.67,2391,28.538,,,,,,,,,,,50470,0.602,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-29,161539,1627,1555.857,6467,153,169.714,1928.042,19.419,18.57,77.187,1.826,2.026,0.68,2310,27.571,,,,,,,,,,,49713,0.593,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-04-30,163009,1470,1411.429,6623,156,149.714,1945.588,17.545,16.846,79.049,1.862,1.787,0.67,2235,26.676,,,,,,,,,,,48956,0.584,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-01,164077,1068,1296.857,6736,113,139.429,1958.335,12.747,15.479,80.397,1.349,1.664,0.67,2118,25.279,,,,,,,,,,,48198,0.575,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-02,164967,890,1207.714,6812,76,133.571,1968.957,10.623,14.415,81.304,0.907,1.594,0.66,2046,24.42,,,,,,,,,,,47441,0.566,,,tests performed,,,76.85,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-03,165664,697,1127.714,6866,54,127.143,1977.276,8.319,13.46,81.949,0.645,1.518,0.66,2011,24.002,,,,,993.064,11.853,,2773432,33.102,,46684,0.557,0.039,25.6,tests performed,,,75.46,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-04,166152,488,1056.286,6993,127,123.857,1983.101,5.825,12.607,83.465,1.516,1.478,0.67,1976,23.584,,,,,,,,,,,48257,0.576,,,tests performed,,,71.76,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-05,167007,855,1013.571,6993,0,97,1993.306,10.205,12.097,83.465,0,1.158,0.68,1903,22.713,,,,,,,,,,,49830,0.595,,,tests performed,,,71.76,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-06,168162,1155,946.143,7275,282,115.429,2007.091,13.785,11.293,86.83,3.366,1.378,0.7,1820,21.723,,,,,,,,,,,51404,0.614,,,tests performed,,,66.2,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-07,169430,1268,917.286,7392,117,109.857,2022.225,15.134,10.948,88.227,1.396,1.311,0.71,1763,21.042,,,,,,,,,,,52977,0.632,,,tests performed,,,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-08,170588,1158,930.143,7510,118,110.571,2036.046,13.821,11.102,89.635,1.408,1.32,0.71,1659,19.801,,,,,,,,,,,54550,0.651,,,tests performed,,,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-09,171324,736,908.143,7549,39,105.286,2044.831,8.784,10.839,90.101,0.465,1.257,0.7,1594,19.025,,,,,,,,,,,56123,0.67,,,tests performed,,,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-10,171879,555,887.857,7569,20,100.429,2051.455,6.624,10.597,90.34,0.239,1.199,0.7,1603,19.133,,,,,751.863,8.974,,3177307,37.923,,57696,0.689,0.027,37,tests performed,,,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-11,172576,697,917.714,7661,92,95.429,2059.774,8.319,10.953,91.438,1.098,1.139,0.71,1587,18.942,,,,,,,,,,,58272,0.696,,,tests performed,,,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-12,173171,595,880.571,7738,77,106.429,2066.876,7.102,10.51,92.357,0.919,1.27,0.71,1496,17.855,,,,,,,,,,,58847,0.702,,,tests performed,,,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-13,174098,927,848,7861,123,83.714,2077.94,11.064,10.121,93.825,1.468,0.999,0.72,1384,16.519,,,,,,,,,,,59423,0.709,,,tests performed,,,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-05-14,174478,380,721.143,7884,23,70.286,2082.475,4.535,8.607,94.099,0.275,0.839,0.72,1316,15.707,,,,,,,,,,,59999,0.716,,,tests performed,,,64.35,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
