location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,total_vaccinations_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Germany,2020-10-16,359802,7695,5615.286,9773,34,24.857,4294.403,91.843,67.021,116.645,0.406,0.297,1.47,688,8.212,,,,,,,,,,,177454,2.118,,,tests performed,,,58.8,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-17,364664,4862,5885.857,9785,12,23.571,4352.433,58.03,70.25,116.788,0.143,0.281,1.45,726,8.665,,,,,,,,,,,178993,2.136,,,tests performed,,,58.8,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-18,368671,4007,6051.714,9798,13,24.571,4400.258,47.825,72.23,116.944,0.155,0.293,1.45,766,9.143,,,,,1798.415,21.465,,20438657,243.945,,180531,2.155,0.035,28.6,tests performed,,,58.8,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-19,377068,8397,6316.857,9842,44,28.857,4500.48,100.222,75.395,117.469,0.525,0.344,1.46,846,10.097,,,,,,,,,,,183694,2.192,,,tests performed,,,58.8,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-20,385591,8523,6896.714,9882,40,28.571,4602.206,101.726,82.315,117.946,0.477,0.341,1.47,875,10.444,,,,,,,,,,,186858,2.23,,,tests performed,,,58.8,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-21,397922,12331,7633.571,9911,29,27.857,4749.382,147.176,91.11,118.292,0.346,0.332,1.48,940,11.219,,,,,,,,,,,190021,2.268,,,tests performed,,,58.8,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-22,403874,5952,7395.286,9960,49,31.571,4820.422,71.04,88.266,118.877,0.585,0.377,1.46,1025,12.234,,,,,,,,,,,193185,2.306,,,tests performed,,,60.65,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-23,417350,13476,8221.143,9978,18,29.286,4981.265,160.842,98.123,119.092,0.215,0.35,1.47,1116,13.32,,,,,,,,,,,196348,2.344,,,tests performed,,,60.65,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-24,427808,10458,9020.571,10035,57,35.714,5106.086,124.821,107.665,119.772,0.68,0.426,1.46,1193,14.239,,,,,,,,,,,199512,2.381,,,tests performed,,,60.65,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-25,437698,9890,9861,10062,27,37.714,5224.127,118.042,117.696,120.095,0.322,0.45,1.45,1286,15.349,,,,,2752.12,32.848,,21857383,260.878,,202675,2.419,0.055,18.2,tests performed,,,60.65,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-26,450258,12560,10455.714,10091,29,35.571,5374.037,149.909,124.794,120.441,0.346,0.425,1.45,1352,16.137,,,,,,,,,,,207014,2.471,,,tests performed,,,60.65,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-27,463419,13161,11118.286,10121,30,34.143,5531.119,157.083,132.702,120.799,0.358,0.408,1.44,1462,17.45,,,,,,,,,,,211353,2.523,,,tests performed,,,60.65,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-28,479621,16202,11671.286,10218,97,43.857,5724.498,193.378,139.302,121.957,1.158,0.523,1.44,1563,18.655,,,,,,,,,,,215693,2.574,,,tests performed,,,60.65,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-29,498354,18733,13497.143,10305,87,49.286,5948.085,223.587,161.095,122.995,1.038,0.588,1.43,1689,20.159,,,,,,,,,,,220032,2.626,,,tests performed,,,60.65,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-30,517736,19382,14340.857,10391,86,59,6179.418,231.333,171.165,124.021,1.026,0.704,1.41,1832,21.866,,,,,,,,,,,224371,2.678,,,tests performed,,,60.65,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-10-31,531790,14054,14854.571,10483,92,64,6347.159,167.741,177.296,125.119,1.098,0.764,1.37,1935,23.095,,,,,,,,,,,228710,2.73,,,tests performed,,,60.65,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-01,544346,12556,15235.429,10513,30,64.429,6497.02,149.862,181.842,125.478,0.358,0.769,1.35,2056,24.539,,,,,3804.727,45.411,,23488726,280.349,,233049,2.782,0.072,13.9,tests performed,,,60.65,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-02,569598,25252,17048.571,10669,156,82.571,6798.415,301.394,203.483,127.339,1.862,0.986,1.34,2234,26.664,,,,,,,,,,,232575,2.776,,,tests performed,,,62.04,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-03,577131,7533,16244.571,10717,48,85.143,6888.324,89.91,193.886,127.912,0.573,1.016,1.32,2374,28.335,,,,,,,,,,,232101,2.77,,,tests performed,,,62.04,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-04,608611,31480,18427.143,10949,232,104.429,7264.053,375.728,219.936,130.681,2.769,1.246,1.31,2542,30.34,,,,,,,,,,,231627,2.765,,,tests performed,,,62.04,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-05,631172,22561,18974,11110,161,115,7533.329,269.276,226.463,132.603,1.922,1.373,1.28,2647,31.593,,,,,,,,,,,231154,2.759,,,tests performed,,,62.04,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-06,653992,22820,19465.143,11240,130,121.286,7805.696,272.367,232.325,134.155,1.552,1.448,1.24,2745,32.763,,,,,,,,,,,230680,2.753,,,tests performed,,,62.04,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-07,668114,14122,19474.857,11306,66,117.571,7974.249,168.553,232.441,134.942,0.788,1.403,1.2,2830,33.777,,,,,,,,,,,230206,2.748,,,tests performed,,,62.04,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-08,682624,14510,19754,11372,66,122.714,8147.432,173.184,235.773,135.73,0.788,1.465,1.17,2897,34.577,,,,,4280.066,51.085,,25096851,299.542,,229732,2.742,0.078,12.8,tests performed,,,62.04,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-09,689146,6522,17078.286,11408,36,105.571,8225.275,77.843,203.837,136.16,0.43,1.26,1.16,3001,35.818,,,,,,,,,,,225940,2.697,,,tests performed,,,62.04,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-10,715693,26547,19794.571,11781,373,152,8542.126,316.851,236.257,140.612,4.452,1.814,1.16,3053,36.439,,,,,,,,,,,222147,2.651,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-11,738094,22401,18497.571,11994,213,149.286,8809.492,267.366,220.777,143.154,2.542,1.782,1.15,3118,37.215,,,,,,,,,,,218355,2.606,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-12,762832,24738,18808.571,12216,222,158,9104.752,295.259,224.489,145.804,2.65,1.886,1.13,3177,37.919,,,,,,,,,,,214563,2.561,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-13,785093,22261,18728.714,12404,188,166.286,9370.447,265.695,223.536,148.047,2.244,1.985,1.11,3289,39.256,,,,,,,,,,,210771,2.516,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-14,799733,14640,18802.714,12511,107,172.143,9545.182,174.735,224.419,149.325,1.277,2.055,1.08,3315,39.566,,,,,,,,,,,206978,2.47,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-15,802946,3213,17188.857,12573,62,171.571,9583.531,38.349,205.157,150.065,0.74,2.048,1.06,3376,40.294,,,,,4743.294,56.613,,26519152,316.518,,203186,2.425,0.089,11.2,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-16,817526,14580,18340,12833,260,203.571,9757.55,174.019,218.896,153.168,3.103,2.43,1.07,3425,40.879,,,,,,,,,,,202613,2.418,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-17,843757,26231,18294.857,13138,305,193.857,10070.629,313.079,218.358,156.808,3.64,2.314,1.08,3507,41.858,,,,,,,,,,,202041,2.411,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-18,867484,23727,18484.286,13390,252,199.429,10353.821,283.193,220.618,159.816,3.008,2.38,1.08,3551,42.383,,,,,,,,,,,201469,2.405,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-19,891525,24041,18384.714,13662,272,206.571,10640.762,286.94,219.43,163.062,3.246,2.466,1.07,3581,42.741,,,,,,,,,,,200896,2.398,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-20,914118,22593,18432.143,13918,256,216.286,10910.42,269.658,219.996,166.118,3.055,2.581,1.05,3603,43.003,,,,,,,,,,,200324,2.391,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-21,927990,13872,18322.429,14061,143,221.429,11075.988,165.569,218.687,167.825,1.707,2.643,1.03,3621,43.218,,,,,,,,,,,199752,2.384,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-22,932367,4377,18488.714,14159,98,226.571,11128.23,52.242,220.671,168.994,1.17,2.704,1.02,3696,44.113,,,,,4595.949,54.855,,27913407,333.159,,199179,2.377,0.092,10.9,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-23,946822,14455,18470.857,14460,301,232.429,11300.757,172.527,220.458,172.587,3.593,2.774,1.03,3726,44.472,,,,,,,,,,,198747,2.372,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-24,963192,16370,17062.143,14832,372,242,11496.14,195.383,203.645,177.027,4.44,2.888,1.04,3758,44.853,,,,,,,,,,,198314,2.367,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-25,995879,32687,18342.143,15210,378,260,11886.275,390.134,218.922,181.538,4.512,3.103,1.06,3769,44.985,,,,,,,,,,,197881,2.362,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-26,1017830,21951,18043.571,15640,430,282.571,12148.27,261.995,215.358,186.671,5.132,3.373,1.05,3815,45.534,,,,,,,,,,,197449,2.357,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-27,1038649,20819,17790.143,16011,371,299,12396.755,248.484,212.334,191.099,4.428,3.569,1.03,3846,45.904,,,,,,,,,,,197016,2.351,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-28,1052494,13845,17786.286,16181,170,302.857,12562.001,165.246,212.288,193.128,2.029,3.615,1.02,3880,46.31,,,,,,,,,,,196583,2.346,,,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-29,1055691,3197,17617.714,16306,125,306.714,12600.159,38.158,210.276,194.62,1.492,3.661,1.01,3891,46.441,,,,,4818.985,57.517,,29286462,349.547,,196151,2.341,0.092,10.9,tests performed,,,64.81,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-11-30,1069912,14221,17584.286,16694,388,319.143,12769.893,169.734,209.877,199.251,4.631,3.809,1.03,3916,46.739,,,,,,,,,,,195477,2.333,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-01,1094678,24766,18783.714,17177,483,335,13065.486,295.594,224.192,205.015,5.765,3.998,1.05,3912,46.692,,,,,,,,,,,194803,2.325,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-02,1117953,23275,17439.143,17659,482,349.857,13343.284,277.798,208.144,210.768,5.753,4.176,1.06,3949,47.133,,,,,,,,,,,194128,2.317,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-03,1141544,23591,17673.429,18097,438,351,13624.854,281.569,210.941,215.996,5.228,4.189,1.06,3971,47.396,,,,,,,,,,,193454,2.309,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-04,1157514,15970,16980.714,18577,480,366.571,13815.463,190.609,202.673,221.725,5.729,4.375,1.06,4001,47.754,,,,,,,,,,,192780,2.301,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-05,1183640,26126,18735.143,18839,262,379.714,14127.289,311.826,223.613,224.852,3.127,4.532,,4038,48.195,,,,,,,,,,,192106,2.293,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-06,1194550,10910,19837,18989,150,383.286,14257.505,130.216,236.764,226.642,1.79,4.575,,4097,48.9,,,,,4771.552,56.951,,30626487,365.541,,191432,2.285,0.101,9.9,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-07,1200006,5456,18584.857,19434,445,391.429,14322.625,65.12,221.819,231.954,5.311,4.672,,4167,49.735,,,,,,,,,,,194772,2.325,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-08,1229269,29263,19227.286,20002,568,403.571,14671.892,349.267,229.487,238.733,6.779,4.817,,4238,50.582,,,,,,,,,,,198112,2.365,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-09,1254358,25089,19486.429,20460,458,400.143,14971.341,299.449,232.58,244.2,5.466,4.776,,4259,50.833,,,,,,,,,,,201452,2.404,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-10,1287092,32734,20792.571,21064,604,423.857,15362.036,390.695,248.169,251.409,7.209,5.059,,4319,51.549,,,,,,,,,,,204792,2.444,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-11,1314309,27217,22399.286,21567,503,427.143,15686.884,324.847,267.346,257.412,6.004,5.098,,4414,52.683,,,,,,,,,,,208132,2.484,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-12,1336101,21792,21780.143,21900,333,437.286,15946.981,260.098,259.956,261.387,3.975,5.219,,4475,53.411,,,,,,,,,,,211472,2.524,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-13,1350810,14709,22322.857,22106,206,445.286,16122.54,175.559,266.434,263.845,2.459,5.315,,4541,54.199,,,,,4354.748,51.976,,32130172,383.488,,214812,2.564,0.113,8.8,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-14,1357261,6451,22465,22634,528,457.143,16199.536,76.996,268.13,270.147,6.302,5.456,,4661,55.631,,,,,,,,,,,216333,2.582,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-15,1391086,33825,23116.714,23544,910,506,16603.253,403.717,275.909,281.008,10.861,6.039,,4722,56.359,,,,,,,,,,,217854,2.6,,,tests performed,,,67.59,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-16,1423830,32744,24210.286,24273,729,544.714,16994.067,390.815,288.961,289.709,8.701,6.501,,4820,57.529,,,,,,,,,,,219375,2.618,,,tests performed,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-17,1454009,30179,23845.286,25027,754,566.143,17354.268,360.2,284.604,298.709,8.999,6.757,,4839,57.756,,,,,,,,,,,220896,2.636,,,tests performed,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-18,1486839,32830,24647.143,25754,727,598.143,17746.109,391.841,294.175,307.386,8.677,7.139,,4889,58.352,,,,,,,,,,,222417,2.655,,,tests performed,,,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-19,1508518,21679,24631,26171,417,610.143,18004.858,258.749,293.982,312.363,4.977,7.282,,4930,58.842,,,,,,,,,,,223938,2.673,,,tests performed,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-20,1514962,6444,23450.286,26400,229,613.429,18081.77,76.912,279.89,315.096,2.733,7.322,,5018,59.892,,,,,2499.817,29.836,,33708381,402.325,,225458,2.691,0.117,8.5,tests performed,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-21,1534218,19256,25279.571,27110,710,639.429,18311.599,229.829,301.723,323.57,8.474,7.632,,5157,61.551,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-22,1570371,36153,25612.143,28096,986,650.286,18743.102,431.503,305.693,335.339,11.768,7.761,,5202,62.088,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-23,1604129,33758,25757,28909,813,662.286,19146.019,402.917,307.422,345.042,9.704,7.905,,5226,62.375,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-24,1630596,26467,25226.714,29330,421,614.714,19461.915,315.896,301.092,350.067,5.025,7.337,,5330,63.616,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-25,1632736,2140,20842.429,29580,250,546.571,19487.457,25.542,248.764,353.051,2.984,6.524,,5364,64.022,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-26,1646240,13504,19674.571,29946,366,539.286,19648.633,161.176,234.825,357.419,4.368,6.437,,5520,65.884,,,,,,,,,,,,,,,,,,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-27,1658639,12399,20525.286,30297,351,556.714,19796.621,147.988,244.979,361.609,4.189,6.645,,5546,66.194,,,,,,,,,,,,,,,,21566,0.03,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-28,1672643,14004,19775,31145,848,576.429,19963.765,167.144,236.024,371.73,10.121,6.88,,,,,,,,,,,,,,,,,,,41962,0.05,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-29,1692109,19466,17391.143,32267,1122,595.857,20196.101,232.336,207.571,385.122,13.392,7.112,,,,,,,,,,,,,,,,,,,78109,0.09,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936
Germany,2020-12-30,1741153,49044,19574.857,33230,963,617.286,20781.464,585.363,233.635,396.615,11.494,7.368,,,,,,,,,,,,,,,,,,,131626,0.16,,83783945,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.936